142	6688
234	9078
447	4940
106	8920
374	7175
27	3237
357	12852
188	11520
306	2985
249	6408
181	5250
320	9284
323	13376
353	7760
184	9338
241	9315
435	876
452	4642
103	9000
102	9936
104	9750
175	4704
224	8976
225	6176
389	9495
280	19646
341	9225
166	7600
165	5180
371	5075
287	9072
8	12720
364	6208
144	8888
121	5460
140	10670
124	5280
14	8610
479	15750
71	4560
493	6688
77	12702
13	7252
37	16833
351	5940
32	8730
273	7760
271	8595
274	4776
50	5100
227	5481
278	10835
302	3636
297	7276
116	5060
159	11220
98	11403
111	10900
448	6755
370	2895
465	3780
233	12870
232	7920
460	7880
119	5730
477	9555
408	7360
392	6370
296	11110
134	5730
179	3672
139	6304
137	12540
