101	10560
452	4642
103	9000
450	11055
457	3615
104	9750
455	23895
106	8920
109	4848
108	4833
459	8800
458	7400
174	7174
175	4704
176	9225
177	5150
170	8320
171	21423
172	6400
173	11001
178	3800
179	3672
105	9264
453	8418
100	8055
451	9625
259	7600
311	3294
312	4554
102	9936
314	18720
315	6358
316	11682
317	4824
318	7200
319	8514
253	12155
252	18400
255	13455
254	8471
257	8694
256	9936
421	13520
98	11403
107	7790
94	16640
95	9163
96	10350
454	9405
90	14140
91	11160
92	9168
93	20425
424	7182
137	12540
99	10150
228	7175
229	5907
224	8976
225	6176
226	9750
227	5481
220	9360
221	8190
222	7640
223	7350
389	9495
388	9234
383	19475
382	7720
381	5300
380	12840
387	10750
386	11940
385	10050
384	10032
413	12805
138	8595
139	6304
428	8580
429	4020
422	13260
423	3860
420	6755
133	8008
134	5730
427	6120
136	7600
425	9585
58	7714
59	2856
209	5000
50	5100
51	10486
52	5626
53	4775
54	10437
55	4060
56	7616
57	7828
203	6304
260	6256
188	11520
262	3840
263	6120
264	3900
265	5236
266	5292
267	3366
181	5250
180	11895
183	9625
182	9072
185	5572
184	9338
187	9888
186	6876
349	5728
348	9450
347	5152
346	9744
345	18275
344	7448
343	25625
342	13390
341	9225
340	13596
130	7332
500	2444
468	10725
469	4416
466	8360
467	5974
464	9850
465	3780
462	7140
463	11760
460	7880
461	14328
131	13195
484	10065
485	12360
486	6460
487	3108
480	6755
481	8136
482	10584
483	5152
488	8325
489	5236
132	11160
167	8668
166	7600
165	5180
164	5616
163	9495
162	8640
161	6868
160	21100
169	10850
168	9360
14	8610
15	10860
16	12144
17	5025
10	19845
11	12180
12	12000
13	7252
18	5910
19	6660
135	23875
303	3780
302	3636
301	6880
300	18500
307	5250
306	2985
305	5400
304	9516
309	14208
308	6624
8	12720
9	9000
6	68250
7	15525
4	10032
5	34965
2	11765
3	8784
1	17280
116	5060
117	5190
442	5580
417	5656
115	5852
416	7980
112	15300
147	9653
445	4680
146	4301
110	15600
239	6016
238	11520
237	12120
236	32250
235	8370
234	9078
233	12870
232	7920
231	5852
230	4284
411	9625
410	4578
435	876
434	4370
437	13425
436	10395
431	5150
430	5346
433	6650
432	6562
439	10050
438	8550
282	9856
283	11050
129	8127
128	9982
286	11460
287	9072
284	6496
285	6624
123	4122
122	5890
121	5460
120	4580
127	10045
126	5696
125	7144
124	5280
69	12276
68	41600
65	9050
64	9900
67	10128
66	8720
61	7480
60	2562
63	10550
62	6432
273	7760
272	10472
271	8595
270	17280
277	14025
276	3880
275	4752
274	4776
279	7328
278	10835
189	8862
378	9792
379	5122
261	7790
372	4356
373	5225
370	2895
371	5075
376	3838
377	3914
374	7175
375	6930
268	7770
269	4875
479	15750
478	17460
471	11880
470	9936
473	8000
472	5376
475	10848
474	7293
477	9555
476	5508
497	7470
496	12740
495	7630
494	7992
493	6688
492	7960
491	9600
490	4180
499	4416
498	12000
456	16200
310	3738
258	14630
152	18905
153	18900
150	11594
151	9800
408	7360
157	9984
154	12900
155	17850
404	7448
405	7174
158	8040
159	11220
400	7560
401	8685
402	6230
403	6860
29	9888
28	10250
313	4020
21	10300
20	18870
23	18785
22	11460
25	13390
24	7372
27	3237
26	10400
251	5348
250	8325
338	5016
339	2328
336	4584
337	18810
334	8668
335	8820
332	12870
333	10927
330	7480
331	7240
140	10670
97	16340
43	8736
320	9284
41	5044
208	5925
322	4104
202	5902
325	9552
200	7040
201	5712
206	5908
207	5432
204	2442
205	3781
45	4928
156	10945
326	7805
409	15150
406	7680
440	3088
441	5970
114	14625
407	8484
444	5124
113	9522
446	2652
111	10900
448	6755
449	6020
118	6272
119	5730
299	20400
298	12060
295	11460
294	10350
297	7276
296	11110
291	9250
290	6944
293	4862
292	18400
280	19646
281	8560
72	11016
73	2970
70	6912
71	4560
76	7215
77	12702
74	13054
75	7840
78	7920
79	8428
288	13325
289	10050
365	11088
364	6208
367	3780
366	8360
361	5824
360	6868
363	7280
249	6408
246	8280
247	7520
244	3726
245	13260
369	6030
243	15725
240	11460
241	9315
89	12810
88	16745
87	13845
86	6120
85	5640
84	11760
83	5504
82	8610
81	12780
80	19500
426	10750
324	12033
398	4464
399	2952
390	4775
391	13440
392	6370
393	4400
394	6549
395	4775
396	2050
397	7938
198	6840
212	9250
443	3315
219	8442
193	3492
149	4400
148	7854
419	6400
418	6930
145	4704
144	8888
415	6180
414	7488
141	4120
412	11842
143	6055
142	6688
38	6080
39	20300
36	10094
37	16833
34	4900
35	10443
32	8730
33	23750
30	3800
31	3213
248	13680
447	4940
362	7455
329	4186
328	5670
49	7344
48	8988
321	12040
42	5730
323	13376
40	10650
47	6948
46	5150
327	11328
44	7638
242	16800
368	9696
215	7840
214	15680
217	10850
216	4246
211	5450
210	15330
213	5278
199	6048
196	7884
197	5684
194	10660
195	5750
192	8760
218	9460
190	7800
191	5100
358	8440
359	9950
354	17765
355	7350
356	5740
357	12852
350	6765
351	5940
352	7800
353	7760
