189	1884
188	2963
69	765
68	1036
181	788
180	1022
67	1858
182	1341
61	2038
60	1562
187	1616
186	2886
101	1135
100	1541
103	1269
102	2088
105	2731
104	1665
107	1770
106	971
109	1346
108	1268
162	1631
72	1035
73	1112
70	2040
71	1183
76	1531
77	1270
74	3022
75	1673
78	2206
79	1125
174	1302
175	2406
176	4627
177	1945
170	2179
171	1639
172	1691
173	2525
178	3146
179	2020
65	2209
184	1635
64	1518
56	958
183	1930
66	2865
89	1203
88	2751
87	1363
185	935
85	1410
84	2681
83	848
82	1180
81	1774
80	1839
167	1865
166	1614
165	1197
164	1909
163	3511
63	906
161	1761
160	1400
62	1583
169	1899
168	2337
14	2166
15	1419
16	2002
17	2455
10	2706
11	1744
12	1994
13	952
18	815
19	946
133	697
98	2363
99	1058
94	3797
95	1245
96	964
97	1608
90	2079
91	872
92	3211
93	1965
398	5
153	2643
150	993
151	1540
156	2084
157	3704
154	1343
155	3169
158	1354
159	1209
29	2790
28	1462
21	2598
20	2046
23	688
22	1291
25	1218
24	1032
27	1475
26	1663
196	1091
51	1418
194	622
53	1326
191	1489
192	1651
55	1541
149	1669
148	2056
8	713
9	3448
6	1852
7	2046
147	1988
146	1839
2	1981
3	1475
143	2482
142	1259
38	465
39	1905
36	1278
37	1953
34	1775
35	1703
32	1304
33	2716
30	2363
31	2321
145	2397
144	3375
4	1130
5	2396
141	1607
140	1059
138	2034
139	1200
130	939
131	2247
132	2200
1	1493
134	1174
135	2270
136	2735
137	1479
49	1509
48	1864
43	1731
42	1233
41	1753
40	1922
47	1489
46	2113
45	666
44	3564
152	937
431	5
200	1943
129	1810
128	1127
123	2744
122	1502
121	2056
120	2534
127	1723
126	2121
125	1762
124	2520
58	1626
59	2190
198	2483
199	3706
50	1127
197	1363
52	1053
195	2979
54	1478
193	2510
190	2311
57	1217
116	2011
117	975
114	1739
115	2370
112	2646
113	2368
110	1134
111	1786
118	2084
119	1323
86	1972
294	1
