164	49634
62	50656
81	106440
148	86352
26	83150
5	443260
192	66040
110	90720
49	54324
188	177780
136	109400
87	88595
113	108928
151	75460
158	54160
22	77460
143	86870
177	48625
44	135432
168	105165
85	42300
63	45300
398	120
184	75210
99	52900
141	32140
3	70800
182	64368
175	57744
40	96100
190	90129
193	45180
106	38840
57	46246
130	36621
135	283750
117	29250
146	42297
125	66956
133	30668
161	59874
32	58680
88	233835
23	58480
122	46562
145	57528
187	77568
127	84427
166	61332
6	601900
167	82060
89	84210
43	72702
74	184342
165	33516
174	44268
67	89184
104	83250
36	62622
195	74475
169	94950
77	73660
197	38164
15	85140
33	339500
17	61375
111	89300
65	110450
13	35224
107	72570
185	26180
139	38400
45	18648
41	45578
138	91530
30	47260
51	69482
173	143925
180	66430
155	269365
176	208215
102	100224
14	90972
100	69345
68	207200
39	190500
294	50
34	44375
19	34056
142	40288
96	48200
52	30537
114	130425
160	140000
157	177792
171	181929
194	40430
144	148500
200	62176
97	152760
61	81520
178	59774
181	19700
66	114600
8	42780
179	36360
153	237870
71	28392
55	30820
154	80580
46	52825
189	79128
140	58245
73	16680
198	89388
7	153450
31	39457
131	146055
431	125
159	72540
120	50680
149	36718
60	21868
90	145530
134	35220
27	19175
76	59709
10	284130
4	54240
79	48375
124	60480
129	77830
108	34236
47	53604
72	55890
103	50760
56	32572
69	47430
58	61788
37	181629
11	104640
86	59160
152	89015
94	303760
172	54112
162	65240
191	37225
170	87160
83	27136
147	97412
42	36990
25	79170
1	134370
123	49392
119	39690
199	103768
118	66688
75	66920
196	39276
9	155160
115	66360
28	73100
64	75900
53	33150
59	30660
137	88740
98	148869
101	68100
91	52320
16	138138
80	183900
29	133920
126	67872
92	154128
35	100477
54	72422
132	132000
78	105888
38	14880
109	32304
82	49560
121	53456
163	157995
70	73440
50	28175
12	119640
84	160860
2	128765
112	198450
24	39216
186	103896
183	106150
128	51842
156	114620
116	44242
150	61566
21	129900
105	131088
18	24450
93	186675
20	173910
48	78288
95	61005
