160	1400
157	3704
171	1639
194	622
144	3375
200	1943
97	1608
61	2038
178	3146
181	788
66	2865
8	713
179	2020
153	2643
71	1183
55	1541
154	1343
164	1909
62	1583
81	1774
148	2056
26	1663
5	2396
192	1651
110	1134
49	1509
188	2963
136	2735
87	1363
113	2368
151	1540
158	1354
22	1291
143	2482
177	1945
44	3564
168	2337
85	1410
63	906
398	5
184	1635
99	1058
141	1607
3	1475
182	1341
175	2406
40	1922
190	2311
193	2510
106	971
57	1217
130	939
135	2270
117	975
146	1839
125	1762
133	697
161	1761
32	1304
88	2751
23	688
122	1502
145	2397
187	1616
127	1723
166	1614
6	1852
167	1865
89	1203
43	1731
74	3022
165	1197
174	1302
67	1858
80	1839
29	2790
126	2121
92	3211
35	1703
54	1478
132	2200
78	2206
38	465
109	1346
82	1180
121	2056
163	3511
70	2040
50	1127
12	1994
84	2681
2	1981
112	2646
24	1032
186	2886
183	1930
128	1127
156	2084
116	2011
150	993
21	2598
105	2731
18	815
93	1965
20	2046
48	1864
95	1245
104	1665
36	1278
195	2979
169	1899
77	1270
197	1363
15	1419
33	2716
17	2455
111	1786
65	2209
13	952
107	1770
185	935
139	1200
45	666
41	1753
138	2034
30	2363
51	1418
173	2525
180	1022
155	3169
176	4627
102	2088
14	2166
100	1541
68	1036
39	1905
294	1
34	1775
19	946
142	1259
96	964
52	1053
114	1739
46	2113
189	1884
140	1059
73	1112
198	2483
7	2046
31	2321
131	2247
431	5
159	1209
120	2534
149	1669
60	1562
90	2079
134	1174
27	1475
76	1531
10	2706
4	1130
79	1125
124	2520
129	1810
108	1268
47	1489
72	1035
103	1269
56	958
69	765
58	1626
37	1953
11	1744
86	1972
152	937
94	3797
172	1691
162	1631
191	1489
170	2179
83	848
147	1988
42	1233
25	1218
1	1493
123	2744
119	1323
199	3706
118	2084
75	1673
196	1091
9	3448
115	2370
28	1462
64	1518
53	1326
59	2190
137	1479
98	2363
101	1135
91	872
16	2002
